id_vivienda,id_hogar,region,sexo,fecha_nacimiento,edad,estado_actividad,nivel_educativo,ingreso,prestamo_personas,prestamo_banco,compra_cuotas
TQRMNORUYHJMKSCDEHMHF00863951,1,42,2,1956-06-20 00:00:00,68,3,2,280000.0,2,2,2
TQRMNORVPHMMKSCDEHMHF00811211,3,42,1,1971-04-28 00:00:00,53,1,5,300000.0,1,2,2
TQRMNOURVHMMKNCDEHNHB00811462,2,42,1,1994-09-01 00:00:00,29,1,6,-9.0,2,2,2
TQRMNOURVHMMKNCDEHNHB00811462,2,42,2,1990-11-28 00:00:00,33,1,6,-9.0,2,2,2
TQRMNOQYXHKMKUCDEFLID00869708,1,43,1,2003-08-16 00:00:00,20,2,3,0.0,2,2,1
TQRMNOQYXHKMKUCDEFLID00869708,1,43,2,2014-07-27 00:00:00,10,3,1,0.0,2,2,1
TQRMNOQYXHKMKUCDEFLID00869708,1,43,1,2008-09-06 00:00:00,15,3,3,0.0,2,2,1
TQRMNOQYXHKMKUCDEFLID00869708,1,43,2,1980-02-22 00:00:00,44,1,3,-9.0,2,2,1
TQRMNORQWHLOKUCDEFLID00803924,1,43,1,1987-07-22 00:00:00,37,1,6,800000.0,2,2,1
TQRMNORTPHLOKUCDEFLID00803925,1,43,1,1942-11-14 00:00:00,81,3,1,295000.0,2,2,2
TQRMNORTPHLOKUCDEFLID00803925,1,43,2,2001-01-26 00:00:00,23,3,4,0.0,2,2,2
TQRMNOSRUHJNOOCDEIJAH00864629,1,1,1,1976-01-23 00:00:00,48,3,3,0.0,1,2,2
TQRMNOSRUHJNOOCDEIJAH00864629,1,1,2,1984-07-16 00:00:00,40,3,4,0.0,1,2,2
TQRMNOSRUHJNOOCDEIJAH00864629,1,1,1,1900-01-01 00:00:00,19,1,3,-9.0,1,2,2
TQRMNOQYYHKLLLCDEFNFF00869736,1,41,2,2003-10-03 00:00:00,20,3,4,40000.0,2,1,2
TQRMNOQYYHKLLLCDEFNFF00869736,1,41,1,2022-05-27 00:00:00,2,4,7,0.0,2,1,2
TQRMNORPPHKLLLCDEFNFF00869737,1,41,1,1968-05-01 00:00:00,56,3,4,1000000.0,2,2,1
TQRMNORPPHKLLLCDEFNFF00869737,1,41,1,1998-08-03 00:00:00,25,1,6,-9.0,2,2,1
TQRMNOPTWHLOLOCDEFNFF00804219,1,41,1,1948-12-25 00:00:00,75,3,2,750000.0,2,2,1
TQRMNOPTWHLOLOCDEFNFF00804219,1,41,2,1953-10-10 00:00:00,70,3,5,420000.0,2,2,1
TQRMNOPTXHLOLOCDEFNFF00804220,1,41,1,1996-11-02 00:00:00,27,1,4,1590000.0,2,1,1
TQRMNOPTXHLOLOCDEFNFF00804220,1,41,2,1996-03-30 00:00:00,28,1,6,1120000.0,2,1,1
TQRMNOPTXHLOLOCDEFNFF00804220,1,41,2,2019-10-28 00:00:00,4,4,7,0.0,2,1,1
TQRMNOSTRHKMLNCDEFNFF00869738,1,41,1,1985-10-05 00:00:00,38,3,4,0.0,2,2,2
TQRMNOSTRHKMLNCDEFNFF00869738,1,41,1,1980-10-27 00:00:00,43,1,4,800000.0,2,2,2
TQRMNOSTRHKMLNCDEFNFF00869738,1,41,2,2012-09-04 00:00:00,11,3,1,0.0,2,2,2
TQRMNOSTRHKMLNCDEFNFF00869738,1,41,1,2019-01-16 00:00:00,5,4,7,0.0,2,2,2
TQRMNOQRXHKMLPCDEFNFF00869739,1,41,1,1951-10-04 00:00:00,72,3,4,285500.0,2,2,1
TQRMNOQRXHKMLPCDEFNFF00869739,1,41,2,1953-02-24 00:00:00,71,3,4,285500.0,2,2,1
TQRMNOQXWHMMLNCDEFNFF00809403,1,41,2,1965-12-26 00:00:00,58,3,1,295000.0,2,2,2
TQRMNOQXWHMMLNCDEFNFF00809403,1,41,1,1988-03-25 00:00:00,36,1,4,300000.0,2,2,2
TQRMNOQXWHMMLNCDEFNFF00809403,1,41,2,1986-01-26 00:00:00,38,3,1,232000.0,2,2,2
TQRMNOPPVHJOLNCDEFIAH00869765,1,43,2,1946-10-06 00:00:00,78,3,3,-9.0,2,2,1
TQRMNOQRVHMLKUCDEFIAH00869766,1,43,2,1992-09-08 00:00:00,32,1,6,600000.0,2,2,2
TQRMNOTVVHKMKTCDEFIAH00869767,1,43,2,1989-11-22 00:00:00,34,1,6,1600000.0,2,2,1
TQRMNOQSVHKMKUCDEFIAH00869768,1,43,1,1989-11-12 00:00:00,34,1,4,450000.0,2,2,2
TQRMNOUYYHLMLPCDEFJAH00808721,1,43,1,1990-03-09 00:00:00,34,1,3,-9.0,2,2,1
TQRMNOUYYHLMLPCDEFJAH00808721,1,43,2,1992-06-15 00:00:00,32,3,3,0.0,2,2,1
TQRMNOUYYHLMLPCDEFJAH00808721,1,43,1,2014-06-16 00:00:00,10,3,1,0.0,2,2,1
TQRMNOUYYHLMLPCDEFJAH00808721,1,43,2,2016-05-29 00:00:00,8,4,1,0.0,2,2,1
TQRMNORYVHMOLNCDEFJAH00808723,1,43,1,1900-01-01 00:00:00,59,1,3,-9.0,2,2,2
TQRMNORYVHMOLNCDEFJAH00808723,1,43,2,1900-01-01 00:00:00,57,1,3,-9.0,2,2,2
TQRMNORYVHMOLNCDEFJAH00808723,1,43,2,1900-01-01 00:00:00,32,2,3,100000.0,2,2,2
TQRMNORYVHMOLNCDEFJAH00808723,1,43,1,1900-01-01 00:00:00,9,4,1,0.0,2,2,2
TQRMNOQVVHMMLOCDEFJAH00808774,1,43,2,1949-07-02 00:00:00,75,3,4,600000.0,2,2,2
TQRMNOQRYHMLKUCDEGGFB00809740,1,42,1,1900-01-01 00:00:00,61,1,6,140000.0,2,2,2
TQRMNOQSSHMLKUCDEGGFB00809741,1,42,1,1978-10-13 00:00:00,45,1,6,800000.0,2,2,1
TQRMNOQSSHMLKUCDEGGFB00809741,1,42,2,1985-03-16 00:00:00,39,1,6,1900000.0,2,2,1
TQRMNOQSSHMLKUCDEGGFB00809741,1,42,1,2010-01-21 00:00:00,14,3,3,0.0,2,2,1
TQRMNOQYTHLMSRCDEIJAH00807458,1,1,1,1975-05-03 00:00:00,49,1,3,-9.0,1,2,1
TQRMNOQYTHLMSRCDEIJAH00807458,1,1,2,1977-10-22 00:00:00,46,1,6,550000.0,1,2,1
TQRMNOQYTHLMSRCDEIJAH00807458,1,1,2,2004-12-14 00:00:00,19,1,5,100000.0,1,2,1
TQRMNOQYTHLMSRCDEIJAH00807458,1,1,1,2009-04-20 00:00:00,15,3,3,0.0,1,2,1
TQRMNOSVYHJMLMCDEIOAH00864741,1,43,1,1990-10-13 00:00:00,33,1,6,560000.0,2,2,2
TQRMNOSVYHJMLMCDEIOAH00864741,1,43,2,1962-09-03 00:00:00,61,2,6,75000.0,2,2,2
TQRMNOSVYHJMLMCDEIOAH00864741,1,43,2,2000-04-17 00:00:00,24,1,5,60000.0,2,2,2
TQRMNOSVYHJMLMCDEIOAH00864741,1,43,1,2019-09-25 00:00:00,4,4,7,0.0,2,2,2
TQRMNOSVYHJMLMCDEIOAH00864741,1,43,2,2023-07-07 00:00:00,1,4,7,0.0,2,2,2
TQRMNOQQXHLOLLCDEIOAH00808208,1,43,2,1944-08-24 00:00:00,80,3,2,300000.0,2,2,2
TQRMNOQQXHLOLLCDEIOAH00808208,1,43,1,1963-05-07 00:00:00,61,1,2,300000.0,2,2,2
TQRMNORVSHLMLMCDEIOAH00813159,1,43,1,1956-06-21 00:00:00,68,3,2,785000.0,2,2,1
TQRMNOPVVHLNLNCDEIOAH00808247,1,43,1,1965-06-30 00:00:00,59,3,5,0.0,2,2,2
TQRMNOPVVHLNLNCDEIOAH00808247,1,43,2,1965-12-16 00:00:00,58,1,6,800000.0,2,2,2
TQRMNORPSHKLKUCDEHIBB00869807,1,40,1,1969-06-04 00:00:00,55,1,6,-9.0,1,1,2
TQRMNOQSTHMMKUCDEHIBB00810805,1,40,1,1954-01-30 00:00:00,70,3,4,640000.0,2,2,1
TQRMNORQRHKMLNCDEHIBB00869808,1,40,1,1991-06-19 00:00:00,33,1,6,855000.0,2,2,1
TQRMNOQYUHMMMUCDEIJAH00812451,1,1,2,1963-09-03 00:00:00,61,3,1,250000.0,2,2,1
TQRMNOPRYHMMNLCDEIJAH00812438,1,1,1,1961-08-29 00:00:00,62,1,4,1400000.0,2,2,2
TQRMNOPRYHMMNLCDEIJAH00812438,1,1,2,1964-12-03 00:00:00,59,1,4,450000.0,2,2,2
TQRMNOTQUHJOLQCDEFIAH00864268,1,43,1,1967-03-23 00:00:00,57,1,3,400000.0,2,2,2
TQRMNOTQUHJOLQCDEFIAH00864268,1,43,2,1984-06-25 00:00:00,40,1,4,600000.0,2,2,2
TQRMNOTQUHJOLQCDEFIAH00864268,1,43,1,2003-12-17 00:00:00,20,1,3,800000.0,2,2,2
TQRMNOTQUHJOLQCDEFIAH00864268,1,43,2,2007-07-03 00:00:00,17,3,3,0.0,2,2,2
TQRMNOTQUHJOLQCDEFIAH00864268,1,43,2,2018-01-24 00:00:00,6,4,1,0.0,2,2,2
TQRMNOQSTHJMTLCDEIJAH00864277,1,1,2,1989-10-31 00:00:00,34,1,3,640000.0,2,2,2
TQRMNOQSTHJMTLCDEIJAH00864277,1,1,1,1989-06-08 00:00:00,35,1,3,490000.0,2,2,2
TQRMNOQSTHJMTLCDEIJAH00864277,1,1,1,2011-09-25 00:00:00,12,3,3,0.0,2,2,2
TQRMNOQSTHJMTLCDEIJAH00864277,1,1,1,2017-10-13 00:00:00,6,4,1,0.0,2,2,2
TQRMNOPVQHMKTMCDEIJAH00812463,1,1,2,1951-10-10 00:00:00,72,1,6,735000.0,2,2,2
TQRMNOQSRHKMTLCDEIJAH00869841,1,1,1,1900-01-01 00:00:00,56,1,1,278000.0,2,2,1
TQRMNOQSRHKMTLCDEIJAH00869841,1,1,2,1969-12-24 00:00:00,54,1,1,12000.0,2,2,1
TQRMNOQWPHKOTNCDEIJAH00869842,1,1,2,1974-04-05 00:00:00,50,1,3,600000.0,1,1,1
TQRMNOQWPHKOTNCDEIJAH00869842,1,1,1,1997-01-29 00:00:00,27,1,4,500000.0,1,1,1
TQRMNOPQXHKMPUCDEIJAH00869886,1,1,1,1950-01-15 00:00:00,74,3,2,295000.0,2,2,1
TQRMNOPQXHKMPUCDEIJAH00869886,1,1,2,1955-07-14 00:00:00,69,3,2,295000.0,2,2,1
TQRMNOPQXHKMPUCDEIJAH00869886,1,1,1,1991-03-09 00:00:00,33,1,2,-9.0,2,2,1
TQRMNOPQXHKMPUCDEIJAH00869886,1,1,2,1991-12-05 00:00:00,32,1,5,-9.0,2,2,1
TQRMNOPQXHKMPUCDEIJAH00869886,1,1,2,2014-02-25 00:00:00,10,3,1,0.0,2,2,1
TQRMNOVUVHLMQQCDEIJAH00807383,1,1,1,1982-07-13 00:00:00,42,1,4,1300000.0,2,2,1
TQRMNOVUVHLMQQCDEIJAH00807383,1,1,2,1980-08-24 00:00:00,44,1,4,600000.0,2,2,1
TQRMNOVUVHLMQQCDEIJAH00807383,1,1,2,2003-08-03 00:00:00,21,3,5,0.0,2,2,1
TQRMNOVUVHLMQQCDEIJAH00807383,1,1,1,2007-08-14 00:00:00,17,3,3,0.0,2,2,1
TQRMNOVUYHLMQQCDEIJAH00807384,1,1,2,1982-12-04 00:00:00,41,1,5,300000.0,2,2,2
TQRMNOVUYHLMQQCDEIJAH00807384,1,1,1,2016-01-11 00:00:00,8,4,1,0.0,2,2,2
TQRMNOTWSHLNQSCDEIJAH00807400,1,1,2,1967-08-11 00:00:00,56,3,3,150000.0,2,2,1
TQRMNOTWSHLNQSCDEIJAH00807400,1,1,1,2000-07-21 00:00:00,24,3,5,0.0,2,2,1
TQRMNOSURHLMKNCDEFJAH00803497,1,43,2,1994-06-07 00:00:00,30,1,6,320000.0,2,2,2
TQRMNOSURHLMKNCDEFJAH00803497,1,43,1,2018-06-05 00:00:00,6,4,1,0.0,2,2,2
TQRMNOSURHLMKNCDEFJAH00803497,1,43,1,2014-08-25 00:00:00,9,4,1,0.0,2,2,2
TQRMNOPTTHLMKOCDEFJAH00803511,1,43,1,1992-04-20 00:00:00,32,1,4,1050000.0,2,2,2
TQRMNOPTTHLMKOCDEFJAH00803511,1,43,2,1999-05-24 00:00:00,25,1,5,1050000.0,2,2,2
TQRMNOPQRHJOKNCDEHPJB00864003,1,40,1,2013-09-22 00:00:00,10,3,1,0.0,1,2,1
TQRMNOPQRHJOKNCDEHPJB00864003,1,40,2,2003-03-21 00:00:00,21,2,4,0.0,1,2,1
TQRMNOQYPHJOKOCDEHPJB00865349,2,40,1,1979-06-08 00:00:00,45,1,3,4340200.0,2,1,1
TQRMNOSYRHLOKMCDEHPJB00806584,1,40,2,1979-02-08 00:00:00,45,3,2,205000.0,2,2,2
TQRMNOSYRHLOKMCDEHPJB00806584,1,40,1,2002-02-12 00:00:00,22,2,3,-9.0,2,2,2
TQRMNOSYRHLOKMCDEHPJB00806584,1,40,1,2015-02-08 00:00:00,9,4,1,0.0,2,2,2
TQRMNOSYRHLOKMCDEHPJB00806584,1,40,2,2016-06-01 00:00:00,8,4,1,0.0,2,2,2
TQRMNOSYRHLOKMCDEHPJB00806584,1,40,2,1951-04-25 00:00:00,73,3,1,-9.0,2,2,2
TQRMNOSXTHLMNOCDEIJAH00807803,1,1,2,1989-09-26 00:00:00,34,1,5,334000.0,1,2,1
TQRMNOSXTHLMNOCDEIJAH00807803,1,1,1,2015-02-04 00:00:00,9,4,1,0.0,1,2,1
TQRMNOSXTHLMNOCDEIJAH00807803,1,1,2,2016-05-22 00:00:00,8,4,1,0.0,1,2,1
TQRMNOPSQHJKNPCDEIJAH00863694,1,1,1,1954-04-06 00:00:00,70,3,6,-9.0,2,2,2
TQRMNOPSQHJKNPCDEIJAH00863694,1,1,2,1954-05-31 00:00:00,70,3,5,800000.0,2,2,2
TQRMNOQYVHMMMUCDEIJAH00812200,1,1,2,1992-08-01 00:00:00,32,1,4,620000.0,2,2,2
TQRMNOQYVHMMMUCDEIJAH00812200,1,1,1,2022-04-18 00:00:00,2,4,7,0.0,2,2,2
TQRMNOQYVHMMMUCDEIJAH00812200,1,1,1,1965-07-09 00:00:00,59,3,2,0.0,2,2,2
TQRMNOQSVHJONQCDEIJAH00864091,1,1,1,1975-10-18 00:00:00,48,1,4,-9.0,2,2,2
TQRMNOQSVHJONQCDEIJAH00864091,1,1,2,1980-04-13 00:00:00,44,1,4,1000000.0,2,2,2
TQRMNOQRQHMOLRCDEHNHB00811365,1,42,2,1942-03-29 00:00:00,82,3,1,380352.0,2,2,2
TQRMNOSPUHMOLRCDEHNHB00811366,1,42,1,1981-11-29 00:00:00,42,1,4,851000.0,1,1,1
TQRMNOSPUHMOLRCDEHNHB00811366,1,42,2,1985-06-06 00:00:00,39,3,4,0.0,1,1,1
TQRMNOSPUHMOLRCDEHNHB00811366,1,42,1,2008-07-15 00:00:00,16,3,3,0.0,1,1,1
TQRMNOPSTHKMLQCDEHNHB00869434,1,42,1,1962-11-19 00:00:00,61,1,1,100000.0,2,2,2
TQRMNOPSTHKMLQCDEHNHB00869434,1,42,2,1949-01-31 00:00:00,75,3,4,285580.0,2,2,2
TQRMNORXWHMOLMCDEFLID00809085,1,43,1,1972-07-09 00:00:00,52,1,4,-9.0,2,2,1
TQRMNORXWHMOLMCDEFLID00809085,1,43,1,2000-02-18 00:00:00,24,1,6,-9.0,2,2,1
TQRMNORXWHMOLMCDEFLID00809085,1,43,2,2002-03-12 00:00:00,22,3,5,0.0,2,2,1
TQRMNORXWHMOLMCDEFLID00809085,1,43,2,1970-10-03 00:00:00,53,1,6,-9.0,2,2,1
TQRMNOQYWHLLKPCDEIIAD00806987,2,1,1,1998-11-09 00:00:00,25,1,5,500000.0,2,2,2
TQRMNOQYWHLLKPCDEIIAD00806987,2,1,2,1999-06-27 00:00:00,25,3,5,400000.0,2,2,2
TQSMNOQTQHMKMTCDEIIAD00854811,1,1,2,1934-08-07 00:00:00,90,3,2,460000.0,2,2,2
TQRMNOSQXHMKMTCDEIIAD00812016,1,1,1,1946-07-26 00:00:00,78,1,5,-9.0,2,2,2
TQRMNOSUWHKKMSCDEIIAD00869435,1,1,2,1977-09-22 00:00:00,46,1,6,810000.0,2,2,1
TQRMNOSUWHKKMSCDEIIAD00869435,1,1,1,1981-06-14 00:00:00,43,1,6,900000.0,2,2,1
TQRMNOSUWHKKMSCDEIIAD00869435,1,1,1,2006-09-19 00:00:00,17,3,3,0.0,2,2,1
TQRMNOSXTHLKMUCDEIJAH00807890,1,1,2,1979-09-19 00:00:00,44,1,4,-9.0,2,2,1
TQRMNOSXTHLKMUCDEIJAH00807890,1,1,2,2002-07-25 00:00:00,22,2,5,16000.0,2,2,1
TQRMNOSXTHLKMUCDEIJAH00807890,1,1,1,2003-10-06 00:00:00,20,1,5,-9.0,2,2,1
TQRMNOSXTHLKMUCDEIJAH00807890,1,1,2,2014-12-30 00:00:00,9,4,1,0.0,2,2,1
TQRMNORVSHKOKQCDEOJAH00869467,1,44,2,1967-03-01 00:00:00,57,1,2,180000.0,2,2,2
TQRMNORVSHKOKQCDEOJAH00869467,1,44,1,1987-01-01 00:00:00,37,1,3,320000.0,2,2,2
TQRMNORVSHKOKQCDEOJAH00869467,1,44,2,1985-04-26 00:00:00,39,3,4,108000.0,2,2,2
TQRMNORVSHKOKQCDEOJAH00869467,1,44,1,1988-08-06 00:00:00,36,1,3,-9.0,2,2,2
TQRMNORVSHKOKQCDEOJAH00869467,1,44,2,1988-09-30 00:00:00,35,3,4,0.0,2,2,2
TQRMNORVSHKOKQCDEOJAH00869467,1,44,2,2019-02-26 00:00:00,5,4,7,0.0,2,2,2
TQRMNORPXHKMKNCDEHIBB00869468,1,40,1,1964-03-28 00:00:00,60,1,2,350000.0,2,2,1
TQRMNORPXHKMKNCDEHIBB00869468,1,40,1,1900-01-01 00:00:00,43,3,2,0.0,2,2,1
TQRMNORPXHKMKNCDEHIBB00869468,1,40,2,1948-07-13 00:00:00,76,3,2,320000.0,2,2,1
TQRMNORSQHJMKOCDEHIBB00864321,1,40,2,1949-07-17 00:00:00,75,3,6,1200000.0,2,2,2
TQRMNOPSWHLMKOCDEHIBB00805840,1,40,1,2000-04-04 00:00:00,24,1,5,236000.0,2,2,2
TQRMNOPXXHJMKRCDEHIBB00864052,1,40,2,1952-11-29 00:00:00,71,3,4,330000.0,2,1,1
TQRMNOQVUHKOLQCDEGLDF00869469,1,41,2,1942-04-23 00:00:00,82,3,1,295000.0,2,2,2
TQRMNORQXHMMMPCDEGJBF00809910,1,43,1,1968-01-10 00:00:00,56,1,4,-9.0,2,2,1
TQRMNOSUWHKOMMCDEGJBF00869496,1,43,1,1965-06-17 00:00:00,59,1,4,200000.0,2,1,1
TQRMNOSUWHKOMMCDEGJBF00869496,1,43,2,1967-10-30 00:00:00,56,2,1,232000.0,2,1,1
TQRMNOSUWHKOMMCDEGJBF00869496,1,43,2,1900-01-01 00:00:00,21,2,4,0.0,2,1,1
TQRMNOSUWHKOMMCDEGJBF00869496,1,43,2,1900-01-01 00:00:00,26,2,4,114219.0,2,1,1
TQRMNOSUWHKOMMCDEGJBF00869496,1,43,1,2021-10-01 00:00:00,2,4,7,0.0,2,1,1
TQSMNOSVPHKOMMCDEGJBF00869497,1,43,2,1996-01-18 00:00:00,28,3,3,205874.0,2,2,1
TQSMNOSVPHKOMMCDEGJBF00869497,1,43,2,2015-03-01 00:00:00,9,4,1,0.0,2,2,1
TQSMNOSVPHKOMMCDEGJBF00869497,1,43,1,2024-04-08 00:00:00,-1,4,7,0.0,2,2,1
TQSMNOSVPHKOMMCDEGJBF00869497,1,43,1,2001-02-19 00:00:00,23,1,4,380000.0,2,2,1
TQRMNORRYHKMMNCDEGJBF00869498,1,43,1,1994-05-31 00:00:00,30,1,1,400000.0,1,2,2
TQRMNORRYHKMMNCDEGJBF00869498,1,43,2,1998-01-13 00:00:00,26,1,3,580000.0,1,2,2
TQRMNORRYHKMMNCDEGJBF00869498,1,43,1,2016-04-17 00:00:00,8,4,1,0.0,1,2,2
TQRMNORSQHKNMOCDEGJBF00869499,1,43,1,1984-02-04 00:00:00,40,1,1,400000.0,1,2,1
TQRMNOTYWHLOKPCDEIMBF00812974,1,43,1,1980-11-10 00:00:00,43,1,5,-9.0,2,2,1
TQRMNOXURHLOKQCDEIMBF00808149,1,43,2,1975-09-25 00:00:00,48,1,2,48000.0,2,2,2
TQRMNOXURHLOKQCDEIMBF00808149,1,43,1,1990-07-16 00:00:00,34,1,3,-9.0,2,2,2
TQRMNORVUHJNMMCDEIKAH00864738,1,43,1,1900-01-01 00:00:00,68,3,3,400000.0,2,2,1
TQRMNOPXRHKOLQCDEIKAH00869529,1,43,1,1990-03-14 00:00:00,34,1,4,960000.0,2,2,1
TQRMNOPXRHKOLQCDEIKAH00869529,1,43,2,1986-04-08 00:00:00,38,1,2,880000.0,2,2,1
TQRMNOPXRHKOLQCDEIKAH00869529,1,43,1,2009-08-11 00:00:00,15,3,3,0.0,2,2,1
TQRMNOPXRHKOLQCDEIKAH00869529,1,43,2,2015-04-09 00:00:00,9,4,1,0.0,2,2,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,1,1969-02-15 00:00:00,55,2,2,0.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,2,1983-04-17 00:00:00,41,1,3,380000.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,2,2004-12-08 00:00:00,19,3,4,0.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,1,2006-03-21 00:00:00,18,3,3,0.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,2,2007-08-30 00:00:00,17,3,3,16000.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,1,2007-08-30 00:00:00,17,3,3,16000.0,1,1,1
TQRMNOSPXHLOKTCDEGJBF00804976,1,43,1,2008-11-14 00:00:00,15,3,3,0.0,1,1,1
TQRMNORPRHLMKUCDEGJBF00804819,2,43,1,1984-06-13 00:00:00,40,1,3,350000.0,1,2,2
TQRMNORPRHLMKUCDEGJBF00804819,2,43,2,2008-05-29 00:00:00,16,3,3,0.0,1,2,2
TQRMNORPUHLMKUCDEGJBF00804993,1,43,1,2003-01-14 00:00:00,21,2,5,200000.0,2,2,1
TQRMNOTXUHLMKUCDEGJBF00804977,1,43,2,1997-12-15 00:00:00,26,1,4,450000.0,2,2,1
TQRMNOTXUHLMKUCDEGJBF00804977,1,43,1,1998-06-24 00:00:00,26,1,4,730000.0,2,2,1
TQRMNORVRHJLKUCDEGJBF00864432,1,43,2,1986-10-21 00:00:00,37,3,6,450000.0,1,2,1
TQRMNOPYWHLMLLCDEFJAH00803601,1,43,2,1956-05-10 00:00:00,68,3,3,253000.0,2,2,1
TQRMNOQYVHLOLQCDEFOCD00804401,1,41,2,1900-01-01 00:00:00,40,1,6,250000.0,2,2,2
TQRMNOQYVHLOLQCDEFOCD00804401,1,41,1,1900-01-01 00:00:00,40,1,4,50000.0,2,2,2
TQRMNOQYVHLOLQCDEFOCD00804401,1,41,2,1900-01-01 00:00:00,23,3,5,0.0,2,2,2
TQRMNOQYVHLOLQCDEFOCD00804401,1,41,2,1900-01-01 00:00:00,52,3,4,0.0,2,2,2
TQRMNOQYVHLOLQCDEFOCD00804401,1,41,2,1900-01-01 00:00:00,19,3,5,0.0,2,2,2
TQRMNOQYVHKMKQCDEFOCD00869559,1,41,2,1999-02-11 00:00:00,25,1,4,178000.0,2,2,1
TQRMNOQYVHKMKQCDEFOCD00869559,1,41,1,1998-07-30 00:00:00,26,1,3,85000.0,2,2,1
TQRMNOQYVHKMKQCDEFOCD00869559,1,41,1,2018-08-25 00:00:00,6,4,7,0.0,2,2,1
TQRMNOPPTHKOKOCDEFPCH00869560,1,44,2,1991-02-04 00:00:00,33,1,3,500000.0,2,2,1
TQRMNOPPTHKOKOCDEFPCH00869560,1,44,1,1992-06-15 00:00:00,32,1,3,2000000.0,2,2,1
TQRMNOPPTHKOKOCDEFPCH00869560,1,44,1,2013-10-25 00:00:00,10,3,1,0.0,2,2,1
TQRMNOPPTHKOKOCDEFPCH00869560,1,44,1,2017-09-19 00:00:00,7,4,1,0.0,2,2,1
TQRMNORQSHMOLRCDEGJBF00809891,1,43,1,1971-06-23 00:00:00,53,3,3,10000.0,1,1,2
TQRMNORQSHMOLRCDEGJBF00809891,1,43,2,1978-11-12 00:00:00,45,2,2,103483.0,1,1,2
TQRMNORQSHMOLRCDEGJBF00809891,1,43,2,2005-11-02 00:00:00,18,2,4,0.0,1,1,2
TQRMNORQSHMOLRCDEGJBF00809891,1,43,2,2011-01-06 00:00:00,13,3,3,0.0,1,1,2
TQRMNORQSHMOLRCDEGJBF00809891,1,43,1,2017-04-13 00:00:00,7,4,1,280000.0,1,1,2
TQRMNOQTQHLMKMCDEIGED00806725,1,43,2,2016-11-14 00:00:00,7,4,1,0.0,2,2,1
TQRMNOSXWHKNKMCDEIGED00869588,1,43,2,1986-04-13 00:00:00,38,1,6,1350000.0,2,2,1
TQRMNOSXWHKNKMCDEIGED00869588,1,43,1,2007-10-12 00:00:00,16,3,3,0.0,2,2,1
TQRMNOSXWHKNKMCDEIGED00869588,1,43,1,2016-03-16 00:00:00,8,4,1,0.0,2,2,1
TQRMNOSXWHKNKMCDEIGED00869588,1,43,2,2013-05-18 00:00:00,11,3,1,0.0,2,2,1
TQRMNOQURHKMKNCDEIGED00869589,1,43,2,1984-02-06 00:00:00,40,1,4,615000.0,2,1,1
TQRMNOQURHKMKNCDEIGED00869589,1,43,1,1986-08-16 00:00:00,38,1,4,1400000.0,2,1,1
TQRMNOQURHKMKNCDEIGED00869589,1,43,2,2014-05-24 00:00:00,10,3,1,0.0,2,1,1
TQRMNOTVYHMMLMCDEHIBB00810847,1,40,1,1994-01-31 00:00:00,30,1,4,300000.0,2,2,2
TQRMNOTVYHMMLMCDEHIBB00810847,1,40,2,1997-12-27 00:00:00,26,3,4,104000.0,2,2,2
TQRMNOTVYHMMLMCDEHIBB00810847,1,40,2,2022-01-28 00:00:00,2,4,7,0.0,2,2,2
TQRMNQYTYHJOKUCDEHIBB00864038,1,40,1,1990-10-30 00:00:00,33,1,5,800000.0,2,2,1
TQRMNQYTYHJOKUCDEHIBB00864038,1,40,2,1990-10-08 00:00:00,33,3,4,0.0,2,2,1
TQRMNQYTYHJOKUCDEHIBB00864038,1,40,1,1993-08-30 00:00:00,31,1,4,570000.0,2,2,1
TQRMNOVPSHLMLNCDEHIBB00805843,1,40,1,1976-05-05 00:00:00,48,3,4,235000.0,2,2,1
TQRMNOVPSHLMLNCDEHIBB00805843,1,40,2,1986-05-02 00:00:00,38,3,4,0.0,2,2,1
TQRMNOVPSHLMLNCDEHIBB00805843,1,40,2,2011-07-15 00:00:00,13,3,3,0.0,2,2,1
TQRMNOVPSHLMLNCDEHIBB00805843,1,40,2,2011-07-15 00:00:00,13,3,3,0.0,2,2,1
TQRMNOQPWHKNKQCDEIKAH00869620,1,43,2,1900-01-01 00:00:00,44,1,4,-9.0,2,1,2
TQRMNORXQHKNKSCDEIKAH00869621,1,43,1,1900-01-01 00:00:00,45,1,4,-9.0,2,2,2
TQRMNORXQHKNKSCDEIKAH00869621,1,43,2,1900-01-01 00:00:00,45,1,4,310000.0,2,2,2
TQRMNORXQHKNKSCDEIKAH00869621,1,43,2,1900-01-01 00:00:00,12,3,3,0.0,2,2,2
TQRMNORQPHJNKOCDEIKAH00863945,1,43,1,2001-10-23 00:00:00,22,1,3,640000.0,1,2,2
TQRMNOQVXHMMLMCDEIOAH00813102,1,43,1,1959-01-10 00:00:00,65,1,3,500000.0,2,2,2
